statement_id,account_id,period_start,period_end,ending_balance,transmitted_at,available_at
STM-00251-202610,ACC-00251,2026-09-13,2026-10-12,7629.50,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00251-202611,ACC-00251,2026-10-13,2026-11-12,5218.31,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00252-202607,ACC-00252,2026-06-26,2026-07-25,0.00,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00252-202608,ACC-00252,2026-07-26,2026-08-25,4568.71,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00252-202609,ACC-00252,2026-08-26,2026-09-25,1874.09,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00252-202610,ACC-00252,2026-09-26,2026-10-25,4630.69,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00253-202608,ACC-00253,2026-07-04,2026-08-03,3523.91,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00253-202609,ACC-00253,2026-08-04,2026-09-03,2578.93,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00253-202610,ACC-00253,2026-09-04,2026-10-03,1393.39,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00253-202611,ACC-00253,2026-10-04,2026-11-03,2664.03,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00254-202607,ACC-00254,2026-06-21,2026-07-20,54.26,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00254-202608,ACC-00254,2026-07-21,2026-08-20,173.23,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00254-202609,ACC-00254,2026-08-21,2026-09-20,186.65,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00254-202610,ACC-00254,2026-09-21,2026-10-20,99.52,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00255-202607,ACC-00255,2026-06-21,2026-07-20,225.47,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00255-202608,ACC-00255,2026-07-21,2026-08-20,223.40,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00255-202609,ACC-00255,2026-08-21,2026-09-20,253.53,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00255-202610,ACC-00255,2026-09-21,2026-10-20,152.94,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00256-202607,ACC-00256,2026-06-21,2026-07-20,2232.63,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00256-202608,ACC-00256,2026-07-21,2026-08-20,2442.42,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00256-202609,ACC-00256,2026-08-21,2026-09-20,2516.75,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00256-202610,ACC-00256,2026-09-21,2026-10-20,1997.61,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00257-202607,ACC-00257,2026-06-21,2026-07-20,0.00,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00257-202608,ACC-00257,2026-07-21,2026-08-20,3565.46,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00257-202609,ACC-00257,2026-08-21,2026-09-20,1588.69,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00257-202610,ACC-00257,2026-09-21,2026-10-20,1203.78,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00258-202607,ACC-00258,2026-06-26,2026-07-25,2110.05,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00258-202608,ACC-00258,2026-07-26,2026-08-25,4480.51,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00258-202609,ACC-00258,2026-08-26,2026-09-25,4011.19,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00258-202610,ACC-00258,2026-09-26,2026-10-25,2519.65,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00259-202607,ACC-00259,2026-06-04,2026-07-03,2449.48,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00259-202608,ACC-00259,2026-07-04,2026-08-03,2902.88,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00259-202609,ACC-00259,2026-08-04,2026-09-03,1664.17,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00259-202610,ACC-00259,2026-09-04,2026-10-03,3209.01,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00259-202611,ACC-00259,2026-10-04,2026-11-03,3186.80,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00260-202607,ACC-00260,2026-06-04,2026-07-03,9508.16,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00260-202608,ACC-00260,2026-07-04,2026-08-03,4135.37,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00260-202609,ACC-00260,2026-08-04,2026-09-03,4939.49,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00260-202610,ACC-00260,2026-09-04,2026-10-03,5595.36,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00260-202611,ACC-00260,2026-10-04,2026-11-03,6915.59,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00261-202607,ACC-00261,2026-06-09,2026-07-08,1744.16,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00261-202608,ACC-00261,2026-07-09,2026-08-08,0.00,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00261-202609,ACC-00261,2026-08-09,2026-09-08,2608.99,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00261-202610,ACC-00261,2026-09-09,2026-10-08,3387.41,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00261-202611,ACC-00261,2026-10-09,2026-11-08,2860.50,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00262-202607,ACC-00262,2026-06-09,2026-07-08,12810.84,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00262-202608,ACC-00262,2026-07-09,2026-08-08,6321.99,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00262-202609,ACC-00262,2026-08-09,2026-09-08,12059.44,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00262-202610,ACC-00262,2026-09-09,2026-10-08,7870.83,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00262-202611,ACC-00262,2026-10-09,2026-11-08,6921.16,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00263-202607,ACC-00263,2026-06-26,2026-07-25,620.38,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00263-202608,ACC-00263,2026-07-26,2026-08-25,453.22,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00263-202609,ACC-00263,2026-08-26,2026-09-25,432.97,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00263-202610,ACC-00263,2026-09-26,2026-10-25,558.62,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00264-202607,ACC-00264,2026-06-04,2026-07-03,237.73,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00264-202608,ACC-00264,2026-07-04,2026-08-03,280.61,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00264-202609,ACC-00264,2026-08-04,2026-09-03,407.57,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00264-202610,ACC-00264,2026-09-04,2026-10-03,242.19,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00264-202611,ACC-00264,2026-10-04,2026-11-03,435.25,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00265-202607,ACC-00265,2026-06-09,2026-07-08,10251.52,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00265-202608,ACC-00265,2026-07-09,2026-08-08,8600.80,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00265-202609,ACC-00265,2026-08-09,2026-09-08,8469.69,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00265-202610,ACC-00265,2026-09-09,2026-10-08,6744.40,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00265-202611,ACC-00265,2026-10-09,2026-11-08,5026.24,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00266-202607,ACC-00266,2026-06-13,2026-07-12,2071.85,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00266-202608,ACC-00266,2026-07-13,2026-08-12,1823.23,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00266-202609,ACC-00266,2026-08-13,2026-09-12,2573.56,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00266-202610,ACC-00266,2026-09-13,2026-10-12,2167.38,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00266-202611,ACC-00266,2026-10-13,2026-11-12,2417.02,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00267-202607,ACC-00267,2026-06-21,2026-07-20,0.00,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00267-202608,ACC-00267,2026-07-21,2026-08-20,3368.88,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00267-202609,ACC-00267,2026-08-21,2026-09-20,4246.95,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00267-202610,ACC-00267,2026-09-21,2026-10-20,2821.04,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00268-202607,ACC-00268,2026-06-09,2026-07-08,2450.11,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00268-202608,ACC-00268,2026-07-09,2026-08-08,3532.70,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00268-202609,ACC-00268,2026-08-09,2026-09-08,3176.92,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00268-202610,ACC-00268,2026-09-09,2026-10-08,3193.37,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00268-202611,ACC-00268,2026-10-09,2026-11-08,4278.80,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00269-202607,ACC-00269,2026-06-26,2026-07-25,627.53,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00269-202608,ACC-00269,2026-07-26,2026-08-25,457.37,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00269-202609,ACC-00269,2026-08-26,2026-09-25,753.57,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00269-202610,ACC-00269,2026-09-26,2026-10-25,267.63,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00270-202607,ACC-00270,2026-06-18,2026-07-17,1131.14,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00270-202608,ACC-00270,2026-07-18,2026-08-17,618.02,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00270-202609,ACC-00270,2026-08-18,2026-09-17,731.68,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00270-202610,ACC-00270,2026-09-18,2026-10-17,678.70,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00271-202607,ACC-00271,2026-06-09,2026-07-08,1057.58,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00271-202608,ACC-00271,2026-07-09,2026-08-08,1121.59,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00271-202609,ACC-00271,2026-08-09,2026-09-08,1294.83,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00271-202610,ACC-00271,2026-09-09,2026-10-08,1182.37,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00271-202611,ACC-00271,2026-10-09,2026-11-08,1541.91,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00272-202607,ACC-00272,2026-06-26,2026-07-25,6756.01,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00272-202608,ACC-00272,2026-07-26,2026-08-25,6539.88,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00272-202609,ACC-00272,2026-08-26,2026-09-25,10121.23,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00272-202610,ACC-00272,2026-09-26,2026-10-25,7380.98,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00273-202607,ACC-00273,2026-06-21,2026-07-20,126.64,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00273-202608,ACC-00273,2026-07-21,2026-08-20,315.95,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00273-202609,ACC-00273,2026-08-21,2026-09-20,236.34,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00273-202610,ACC-00273,2026-09-21,2026-10-20,190.59,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00274-202607,ACC-00274,2026-06-09,2026-07-08,3986.99,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00274-202608,ACC-00274,2026-07-09,2026-08-08,4211.25,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00274-202609,ACC-00274,2026-08-09,2026-09-08,3465.40,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00274-202610,ACC-00274,2026-09-09,2026-10-08,0.00,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00274-202611,ACC-00274,2026-10-09,2026-11-08,4362.55,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00275-202607,ACC-00275,2026-06-21,2026-07-20,1954.11,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00275-202608,ACC-00275,2026-07-21,2026-08-20,2646.96,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00275-202609,ACC-00275,2026-08-21,2026-09-20,0.00,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00275-202610,ACC-00275,2026-09-21,2026-10-20,2621.28,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00276-202607,ACC-00276,2026-06-13,2026-07-12,956.97,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00276-202608,ACC-00276,2026-07-13,2026-08-12,670.02,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00276-202609,ACC-00276,2026-08-13,2026-09-12,950.62,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00276-202610,ACC-00276,2026-09-13,2026-10-12,752.99,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00276-202611,ACC-00276,2026-10-13,2026-11-12,1285.66,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00277-202607,ACC-00277,2026-06-04,2026-07-03,631.83,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00277-202608,ACC-00277,2026-07-04,2026-08-03,681.20,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00277-202609,ACC-00277,2026-08-04,2026-09-03,746.96,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00277-202610,ACC-00277,2026-09-04,2026-10-03,875.32,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00277-202611,ACC-00277,2026-10-04,2026-11-03,939.97,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00278-202607,ACC-00278,2026-06-13,2026-07-12,2101.41,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00278-202608,ACC-00278,2026-07-13,2026-08-12,2257.25,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00278-202609,ACC-00278,2026-08-13,2026-09-12,2240.63,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00278-202610,ACC-00278,2026-09-13,2026-10-12,2002.04,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00278-202611,ACC-00278,2026-10-13,2026-11-12,2905.51,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00279-202607,ACC-00279,2026-06-04,2026-07-03,1277.91,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00279-202608,ACC-00279,2026-07-04,2026-08-03,527.97,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00279-202609,ACC-00279,2026-08-04,2026-09-03,465.17,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00279-202610,ACC-00279,2026-09-04,2026-10-03,855.98,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00279-202611,ACC-00279,2026-10-04,2026-11-03,803.18,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00280-202607,ACC-00280,2026-06-13,2026-07-12,216.11,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00280-202608,ACC-00280,2026-07-13,2026-08-12,240.93,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00280-202609,ACC-00280,2026-08-13,2026-09-12,313.63,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00280-202610,ACC-00280,2026-09-13,2026-10-12,142.60,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00280-202611,ACC-00280,2026-10-13,2026-11-12,252.25,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00281-202607,ACC-00281,2026-06-04,2026-07-03,2205.28,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00281-202608,ACC-00281,2026-07-04,2026-08-03,1729.45,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00281-202609,ACC-00281,2026-08-04,2026-09-03,3500.28,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00281-202610,ACC-00281,2026-09-04,2026-10-03,3705.82,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00281-202611,ACC-00281,2026-10-04,2026-11-03,2377.01,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00282-202607,ACC-00282,2026-06-13,2026-07-12,3378.83,2026-07-13T04:00:00Z,2026-07-13T04:00:00Z
STM-00282-202608,ACC-00282,2026-07-13,2026-08-12,5472.19,2026-08-13T04:00:00Z,2026-08-13T04:00:00Z
STM-00282-202609,ACC-00282,2026-08-13,2026-09-12,5255.81,2026-09-13T04:00:00Z,2026-09-13T04:00:00Z
STM-00282-202610,ACC-00282,2026-09-13,2026-10-12,2765.12,2026-10-13T04:00:00Z,2026-10-13T04:00:00Z
STM-00282-202611,ACC-00282,2026-10-13,2026-11-12,2637.38,2026-11-13T05:00:00Z,2026-11-13T05:00:00Z
STM-00283-202607,ACC-00283,2026-06-26,2026-07-25,6828.20,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00283-202608,ACC-00283,2026-07-26,2026-08-25,4964.44,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00283-202609,ACC-00283,2026-08-26,2026-09-25,7104.79,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00283-202610,ACC-00283,2026-09-26,2026-10-25,5207.00,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00284-202607,ACC-00284,2026-06-04,2026-07-03,8024.17,2026-07-04T04:00:00Z,2026-07-04T04:00:00Z
STM-00284-202608,ACC-00284,2026-07-04,2026-08-03,7253.83,2026-08-04T04:00:00Z,2026-08-04T04:00:00Z
STM-00284-202609,ACC-00284,2026-08-04,2026-09-03,8170.66,2026-09-04T04:00:00Z,2026-09-04T04:00:00Z
STM-00284-202610,ACC-00284,2026-09-04,2026-10-03,9975.07,2026-10-04T04:00:00Z,2026-10-04T04:00:00Z
STM-00284-202611,ACC-00284,2026-10-04,2026-11-03,10291.03,2026-11-04T05:00:00Z,2026-11-04T05:00:00Z
STM-00285-202607,ACC-00285,2026-06-18,2026-07-17,552.21,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00285-202608,ACC-00285,2026-07-18,2026-08-17,619.04,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00285-202609,ACC-00285,2026-08-18,2026-09-17,656.30,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00285-202610,ACC-00285,2026-09-18,2026-10-17,663.94,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00286-202607,ACC-00286,2026-06-18,2026-07-17,99.76,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00286-202608,ACC-00286,2026-07-18,2026-08-17,114.29,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00286-202609,ACC-00286,2026-08-18,2026-09-17,70.21,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00286-202610,ACC-00286,2026-09-18,2026-10-17,85.72,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00287-202607,ACC-00287,2026-06-09,2026-07-08,746.49,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00287-202608,ACC-00287,2026-07-09,2026-08-08,902.55,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00287-202609,ACC-00287,2026-08-09,2026-09-08,1137.97,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00287-202610,ACC-00287,2026-09-09,2026-10-08,0.00,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00287-202611,ACC-00287,2026-10-09,2026-11-08,1027.02,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00288-202607,ACC-00288,2026-06-18,2026-07-17,2421.72,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00288-202608,ACC-00288,2026-07-18,2026-08-17,743.51,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00288-202609,ACC-00288,2026-08-18,2026-09-17,2321.59,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00288-202610,ACC-00288,2026-09-18,2026-10-17,1166.85,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00289-202607,ACC-00289,2026-06-09,2026-07-08,1530.47,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00289-202608,ACC-00289,2026-07-09,2026-08-08,835.80,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00289-202609,ACC-00289,2026-08-09,2026-09-08,1298.32,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00289-202610,ACC-00289,2026-09-09,2026-10-08,1222.63,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00289-202611,ACC-00289,2026-10-09,2026-11-08,1196.91,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00290-202607,ACC-00290,2026-06-21,2026-07-20,4007.22,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00290-202608,ACC-00290,2026-07-21,2026-08-20,5420.65,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00290-202609,ACC-00290,2026-08-21,2026-09-20,3746.58,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00290-202610,ACC-00290,2026-09-21,2026-10-20,0.00,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00291-202607,ACC-00291,2026-06-09,2026-07-08,7225.70,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00291-202608,ACC-00291,2026-07-09,2026-08-08,5048.86,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00291-202609,ACC-00291,2026-08-09,2026-09-08,9886.23,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00291-202610,ACC-00291,2026-09-09,2026-10-08,7009.80,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00291-202611,ACC-00291,2026-10-09,2026-11-08,7697.24,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00292-202608,ACC-00292,2026-07-09,2026-08-08,4635.08,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00292-202609,ACC-00292,2026-08-09,2026-09-08,2039.32,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
STM-00292-202610,ACC-00292,2026-09-09,2026-10-08,3565.52,2026-10-09T04:00:00Z,2026-10-09T04:00:00Z
STM-00292-202611,ACC-00292,2026-10-09,2026-11-08,7079.26,2026-11-09T05:00:00Z,2026-11-09T05:00:00Z
STM-00293-202607,ACC-00293,2026-06-21,2026-07-20,782.61,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00293-202608,ACC-00293,2026-07-21,2026-08-20,1125.61,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00293-202609,ACC-00293,2026-08-21,2026-09-20,1236.63,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00293-202610,ACC-00293,2026-09-21,2026-10-20,0.00,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00294-202607,ACC-00294,2026-06-21,2026-07-20,2763.98,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00294-202608,ACC-00294,2026-07-21,2026-08-20,0.00,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00294-202609,ACC-00294,2026-08-21,2026-09-20,2818.09,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00294-202610,ACC-00294,2026-09-21,2026-10-20,2806.70,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00295-202607,ACC-00295,2026-06-26,2026-07-25,180.76,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00295-202608,ACC-00295,2026-07-26,2026-08-25,330.90,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00295-202609,ACC-00295,2026-08-26,2026-09-25,430.56,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00295-202610,ACC-00295,2026-09-26,2026-10-25,355.47,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00296-202607,ACC-00296,2026-06-26,2026-07-25,679.84,2026-07-26T04:00:00Z,2026-07-26T04:00:00Z
STM-00296-202608,ACC-00296,2026-07-26,2026-08-25,500.97,2026-08-26T04:00:00Z,2026-08-26T04:00:00Z
STM-00296-202609,ACC-00296,2026-08-26,2026-09-25,537.58,2026-09-26T04:00:00Z,2026-09-26T04:00:00Z
STM-00296-202610,ACC-00296,2026-09-26,2026-10-25,553.51,2026-10-26T04:00:00Z,2026-10-26T04:00:00Z
STM-00297-202607,ACC-00297,2026-06-18,2026-07-17,2773.05,2026-07-18T04:00:00Z,2026-07-18T04:00:00Z
STM-00297-202608,ACC-00297,2026-07-18,2026-08-17,2097.81,2026-08-18T04:00:00Z,2026-08-18T04:00:00Z
STM-00297-202609,ACC-00297,2026-08-18,2026-09-17,2052.38,2026-09-18T04:00:00Z,2026-09-18T04:00:00Z
STM-00297-202610,ACC-00297,2026-09-18,2026-10-17,2165.13,2026-10-18T04:00:00Z,2026-10-18T04:00:00Z
STM-00298-202607,ACC-00298,2026-06-21,2026-07-20,130.14,2026-07-21T04:00:00Z,2026-07-21T04:00:00Z
STM-00298-202608,ACC-00298,2026-07-21,2026-08-20,110.72,2026-08-21T04:00:00Z,2026-08-21T04:00:00Z
STM-00298-202609,ACC-00298,2026-08-21,2026-09-20,140.54,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00298-202610,ACC-00298,2026-09-21,2026-10-20,91.41,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00299-202609,ACC-00299,2026-08-21,2026-09-20,16216.54,2026-09-21T04:00:00Z,2026-09-21T04:00:00Z
STM-00299-202610,ACC-00299,2026-09-21,2026-10-20,11187.23,2026-10-21T04:00:00Z,2026-10-21T04:00:00Z
STM-00300-202607,ACC-00300,2026-06-09,2026-07-08,203.62,2026-07-09T04:00:00Z,2026-07-09T04:00:00Z
STM-00300-202608,ACC-00300,2026-07-09,2026-08-08,235.96,2026-08-09T04:00:00Z,2026-08-09T04:00:00Z
STM-00300-202609,ACC-00300,2026-08-09,2026-09-08,241.82,2026-09-09T04:00:00Z,2026-09-09T04:00:00Z
