account_id,customer_id,product_code,opened_at,credit_limit,annual_fee,annual_fee_posting_month,statement_closing_day,status,purchase_apr,rewards_balance,rewards_unit,available_at
ACC-00204,CUS-00204,VOYAGER,2004-12-04,15900,95.00,12,8,open,24.49,26367,miles,2004-12-04T15:00:00Z
ACC-00205,CUS-00205,SUMMIT,2001-05-25,11300,450.00,5,3,open,25.99,14264,miles,2001-05-25T14:00:00Z
ACC-00206,CUS-00206,FOUNDATION,2013-08-17,1100,0.00,,20,open,28.49,345,cash_back,2013-08-17T14:00:00Z
ACC-00207,CUS-00207,FOUNDATION,2004-01-10,1400,0.00,,3,open,28.49,549,cash_back,2004-01-10T15:00:00Z
ACC-00208,CUS-00208,EVERYDAY_CASH,2000-02-28,10300,0.00,,3,open,24.49,84,cash_back,2000-02-28T15:00:00Z
ACC-00209,CUS-00209,VOYAGER,2002-06-16,4200,95.00,6,8,open,24.49,53642,miles,2002-06-16T14:00:00Z
ACC-00210,CUS-00210,EVERYDAY_CASH,2015-12-08,1900,0.00,,8,open,24.49,398,cash_back,2015-12-08T15:00:00Z
ACC-00211,CUS-00211,EVERYDAY_CASH,2015-03-16,6400,0.00,,8,open,24.49,380,cash_back,2015-03-16T14:00:00Z
ACC-00212,CUS-00212,VOYAGER,2013-10-14,15800,95.00,10,20,open,24.49,8157,miles,2013-10-14T14:00:00Z
ACC-00213,CUS-00213,FOUNDATION,2025-12-02,400,0.00,,20,open,28.49,379,cash_back,2025-12-02T15:00:00Z
ACC-00214,CUS-00214,VOYAGER,2016-07-14,8000,95.00,7,17,open,24.49,66013,miles,2016-07-14T14:00:00Z
ACC-00215,CUS-00215,SUMMIT,2013-02-17,31000,450.00,2,20,open,25.99,49619,miles,2013-02-17T15:00:00Z
ACC-00216,CUS-00216,VOYAGER,2026-04-28,9000,95.00,4,20,open,24.49,89752,miles,2026-04-28T14:00:00Z
ACC-00217,CUS-00217,VOYAGER,2009-05-08,7500,95.00,5,20,open,24.49,38788,miles,2009-05-08T14:00:00Z
ACC-00218,CUS-00218,FOUNDATION,2003-05-03,900,0.00,,20,open,28.49,506,cash_back,2003-05-03T14:00:00Z
ACC-00219,CUS-00219,EVERYDAY_CASH,2001-12-07,7700,0.00,,12,open,24.49,437,cash_back,2001-12-07T15:00:00Z
ACC-00220,CUS-00220,FOUNDATION,1999-10-21,1000,0.00,,25,open,28.49,120,cash_back,1999-10-21T14:00:00Z
ACC-00221,CUS-00221,EVERYDAY_CASH,2003-02-19,11200,0.00,,12,open,24.49,447,cash_back,2003-02-19T15:00:00Z
ACC-00222,CUS-00222,VOYAGER,2000-12-21,15500,95.00,12,20,open,24.49,86623,miles,2000-12-21T15:00:00Z
ACC-00223,CUS-00223,VOYAGER,2020-12-11,4600,95.00,12,3,open,24.49,5773,miles,2020-12-11T15:00:00Z
ACC-00224,CUS-00224,EVERYDAY_CASH,2023-09-19,1500,0.00,,20,open,24.49,434,cash_back,2023-09-19T14:00:00Z
ACC-00225,CUS-00225,FOUNDATION,2006-11-20,400,0.00,,17,open,28.49,367,cash_back,2006-11-20T15:00:00Z
ACC-00226,CUS-00226,EVERYDAY_CASH,2006-05-08,6400,0.00,,17,open,24.49,600,cash_back,2006-05-08T14:00:00Z
ACC-00227,CUS-00227,VOYAGER,2006-10-29,8200,95.00,10,3,open,24.49,9368,miles,2006-10-29T15:00:00Z
ACC-00228,CUS-00228,EVERYDAY_CASH,2015-11-09,1900,0.00,,25,open,24.49,598,cash_back,2015-11-09T15:00:00Z
ACC-00229,CUS-00229,FOUNDATION,2000-11-08,900,0.00,,8,open,28.49,204,cash_back,2000-11-08T15:00:00Z
ACC-00230,CUS-00230,VOYAGER,2015-10-28,5400,95.00,10,20,open,24.49,2496,miles,2015-10-28T14:00:00Z
ACC-00231,CUS-00231,EVERYDAY_CASH,2018-12-21,8400,0.00,,3,open,24.49,457,cash_back,2018-12-21T15:00:00Z
ACC-00232,CUS-00232,EVERYDAY_CASH,2008-11-22,9300,0.00,,8,open,24.49,187,cash_back,2008-11-22T15:00:00Z
ACC-00233,CUS-00233,EVERYDAY_CASH,2016-11-29,7800,0.00,,12,open,24.49,383,cash_back,2016-11-29T15:00:00Z
ACC-00234,CUS-00234,EVERYDAY_CASH,2010-08-07,6100,0.00,,12,open,24.49,220,cash_back,2010-08-07T14:00:00Z
ACC-00235,CUS-00235,EVERYDAY_CASH,2022-06-07,4700,0.00,,25,open,24.49,173,cash_back,2022-06-07T14:00:00Z
ACC-00236,CUS-00236,SUMMIT,2000-03-08,26200,450.00,3,3,open,25.99,16926,miles,2000-03-08T15:00:00Z
ACC-00237,CUS-00237,FOUNDATION,2008-11-12,500,0.00,,25,open,28.49,512,cash_back,2008-11-12T15:00:00Z
ACC-00238,CUS-00238,VOYAGER,2026-08-23,19700,95.00,8,25,open,24.49,19915,miles,2026-08-23T14:00:00Z
ACC-00239,CUS-00239,VOYAGER,2000-12-19,9800,95.00,12,17,open,24.49,16542,miles,2000-12-19T15:00:00Z
ACC-00240,CUS-00240,VOYAGER,2013-10-11,4600,95.00,10,3,open,24.49,52499,miles,2013-10-11T14:00:00Z
ACC-00241,CUS-00241,FOUNDATION,2026-04-19,400,0.00,,17,open,28.49,286,cash_back,2026-04-19T14:00:00Z
ACC-00242,CUS-00242,FOUNDATION,1999-10-11,800,0.00,,20,open,28.49,143,cash_back,1999-10-11T14:00:00Z
ACC-00243,CUS-00243,FOUNDATION,2024-01-23,400,0.00,,8,open,28.49,243,cash_back,2024-01-23T15:00:00Z
ACC-00244,CUS-00244,VOYAGER,2000-09-24,16500,95.00,9,3,open,24.49,37169,miles,2000-09-24T14:00:00Z
ACC-00245,CUS-00245,VOYAGER,2010-10-08,14000,95.00,10,3,open,24.49,44237,miles,2010-10-08T14:00:00Z
ACC-00246,CUS-00246,EVERYDAY_CASH,2022-02-20,7400,0.00,,3,open,24.49,72,cash_back,2022-02-20T15:00:00Z
ACC-00247,CUS-00247,EVERYDAY_CASH,2016-01-30,2500,0.00,,20,open,24.49,555,cash_back,2016-01-30T15:00:00Z
ACC-00248,CUS-00248,EVERYDAY_CASH,2018-10-02,6500,0.00,,12,open,24.49,65,cash_back,2018-10-02T14:00:00Z
ACC-00249,CUS-00249,SUMMIT,2018-05-18,31100,450.00,5,20,open,25.99,6399,miles,2018-05-18T14:00:00Z
ACC-00250,CUS-00250,VOYAGER,2025-12-23,11600,95.00,12,20,open,24.49,41693,miles,2025-12-23T15:00:00Z
ACC-00251,CUS-00251,VOYAGER,2008-11-20,19700,95.00,11,12,open,24.49,71344,miles,2008-11-20T15:00:00Z
ACC-00252,CUS-00252,VOYAGER,2015-05-23,12800,95.00,5,25,open,24.49,70344,miles,2015-05-23T14:00:00Z
ACC-00253,CUS-00253,EVERYDAY_CASH,2026-07-08,8900,0.00,,3,open,24.49,394,cash_back,2026-07-08T14:00:00Z
ACC-00254,CUS-00254,FOUNDATION,2020-11-12,300,0.00,,20,open,28.49,19,cash_back,2020-11-12T15:00:00Z
ACC-00255,CUS-00255,FOUNDATION,2004-02-02,1100,0.00,,20,open,28.49,164,cash_back,2004-02-02T15:00:00Z
ACC-00256,CUS-00256,VOYAGER,2006-08-15,6100,95.00,8,20,open,24.49,65580,miles,2006-08-15T14:00:00Z
ACC-00257,CUS-00257,EVERYDAY_CASH,2026-03-02,4800,0.00,,20,open,24.49,464,cash_back,2026-03-02T15:00:00Z
ACC-00258,CUS-00258,VOYAGER,2008-01-06,14500,95.00,1,25,open,24.49,27251,miles,2008-01-06T15:00:00Z
ACC-00259,CUS-00259,EVERYDAY_CASH,2017-10-25,7400,0.00,,3,open,24.49,547,cash_back,2017-10-25T14:00:00Z
ACC-00260,CUS-00260,VOYAGER,2012-11-11,13000,95.00,11,3,open,24.49,57874,miles,2012-11-11T15:00:00Z
ACC-00261,CUS-00261,EVERYDAY_CASH,2026-03-28,7900,0.00,,8,open,24.49,83,cash_back,2026-03-28T14:00:00Z
ACC-00262,CUS-00262,SUMMIT,2003-08-18,32000,450.00,8,8,open,25.99,39143,miles,2003-08-18T14:00:00Z
ACC-00263,CUS-00263,FOUNDATION,2009-05-16,1000,0.00,,25,open,28.49,198,cash_back,2009-05-16T14:00:00Z
ACC-00264,CUS-00264,FOUNDATION,2000-02-18,1400,0.00,,3,open,28.49,402,cash_back,2000-02-18T15:00:00Z
ACC-00265,CUS-00265,VOYAGER,2020-01-17,19800,95.00,1,8,open,24.49,81173,miles,2020-01-17T15:00:00Z
ACC-00266,CUS-00266,EVERYDAY_CASH,2009-04-05,5400,0.00,,12,open,24.49,260,cash_back,2009-04-05T14:00:00Z
ACC-00267,CUS-00267,EVERYDAY_CASH,2015-12-10,6600,0.00,,20,open,24.49,156,cash_back,2015-12-10T15:00:00Z
ACC-00268,CUS-00268,VOYAGER,2003-03-01,7900,95.00,3,8,open,24.49,50000,miles,2003-03-01T15:00:00Z
ACC-00269,CUS-00269,EVERYDAY_CASH,2019-08-11,8200,0.00,,25,open,24.49,85,cash_back,2019-08-11T14:00:00Z
ACC-00270,CUS-00270,EVERYDAY_CASH,2023-02-04,4700,0.00,,17,open,24.49,7,cash_back,2023-02-04T15:00:00Z
ACC-00271,CUS-00271,EVERYDAY_CASH,2005-03-01,6800,0.00,,8,open,24.49,64,cash_back,2005-03-01T15:00:00Z
ACC-00272,CUS-00272,VOYAGER,2019-12-19,18100,95.00,12,25,open,24.49,30297,miles,2019-12-19T15:00:00Z
ACC-00273,CUS-00273,FOUNDATION,2014-06-21,700,0.00,,20,open,28.49,128,cash_back,2014-06-21T14:00:00Z
ACC-00274,CUS-00274,VOYAGER,2008-10-02,17800,95.00,10,8,open,24.49,42615,miles,2008-10-02T14:00:00Z
ACC-00275,CUS-00275,VOYAGER,2016-11-18,18600,95.00,11,20,open,24.49,11029,miles,2016-11-18T15:00:00Z
ACC-00276,CUS-00276,EVERYDAY_CASH,2016-10-20,5800,0.00,,12,open,24.49,493,cash_back,2016-10-20T14:00:00Z
ACC-00277,CUS-00277,EVERYDAY_CASH,2016-05-04,1500,0.00,,3,open,24.49,138,cash_back,2016-05-04T14:00:00Z
ACC-00278,CUS-00278,VOYAGER,2005-10-26,4300,95.00,10,12,open,24.49,58013,miles,2005-10-26T14:00:00Z
ACC-00279,CUS-00279,VOYAGER,2012-01-24,15000,95.00,1,3,open,24.49,83455,miles,2012-01-24T15:00:00Z
ACC-00280,CUS-00280,FOUNDATION,2018-10-01,600,0.00,,12,open,28.49,535,cash_back,2018-10-01T14:00:00Z
ACC-00281,CUS-00281,EVERYDAY_CASH,2002-06-16,4600,0.00,,3,open,24.49,479,cash_back,2002-06-16T14:00:00Z
ACC-00282,CUS-00282,EVERYDAY_CASH,2023-03-09,8200,0.00,,12,open,24.49,29,cash_back,2023-03-09T15:00:00Z
ACC-00283,CUS-00283,SUMMIT,2015-10-23,15400,450.00,10,25,open,25.99,52666,miles,2015-10-23T14:00:00Z
ACC-00284,CUS-00284,VOYAGER,2002-12-31,18500,95.00,12,3,open,24.49,30,miles,2002-12-31T15:00:00Z
ACC-00285,CUS-00285,EVERYDAY_CASH,2016-10-20,1600,0.00,,17,open,24.49,376,cash_back,2016-10-20T14:00:00Z
ACC-00286,CUS-00286,FOUNDATION,2016-11-28,400,0.00,,17,open,28.49,210,cash_back,2016-11-28T15:00:00Z
ACC-00287,CUS-00287,VOYAGER,2006-09-08,13400,95.00,9,8,open,24.49,83649,miles,2006-09-08T14:00:00Z
ACC-00288,CUS-00288,EVERYDAY_CASH,2013-05-17,6900,0.00,,17,open,24.49,198,cash_back,2013-05-17T14:00:00Z
ACC-00289,CUS-00289,VOYAGER,2006-05-12,4700,95.00,5,8,open,24.49,53051,miles,2006-05-12T14:00:00Z
ACC-00290,CUS-00290,VOYAGER,2006-08-02,16400,95.00,8,20,open,24.49,76190,miles,2006-08-02T14:00:00Z
ACC-00291,CUS-00291,SUMMIT,2014-11-16,21700,450.00,11,8,open,25.99,78192,miles,2014-11-16T15:00:00Z
ACC-00292,CUS-00292,VOYAGER,2026-07-19,14700,95.00,7,8,open,24.49,42193,miles,2026-07-19T14:00:00Z
ACC-00293,CUS-00293,EVERYDAY_CASH,2023-03-31,6100,0.00,,20,open,24.49,191,cash_back,2023-03-31T14:00:00Z
ACC-00294,CUS-00294,VOYAGER,2022-11-07,15400,95.00,11,20,open,24.49,39775,miles,2022-11-07T15:00:00Z
ACC-00295,CUS-00295,FOUNDATION,2011-03-29,1000,0.00,,25,open,28.49,242,cash_back,2011-03-29T14:00:00Z
ACC-00296,CUS-00296,FOUNDATION,2017-05-25,1200,0.00,,25,open,28.49,221,cash_back,2017-05-25T14:00:00Z
ACC-00297,CUS-00297,EVERYDAY_CASH,2024-03-02,8800,0.00,,17,open,24.49,593,cash_back,2024-03-02T15:00:00Z
ACC-00298,CUS-00298,FOUNDATION,2024-03-03,500,0.00,,20,open,28.49,13,cash_back,2024-03-03T15:00:00Z
ACC-00299,CUS-00299,SUMMIT,2026-08-31,28400,450.00,8,20,open,25.99,58558,miles,2026-08-31T14:00:00Z
ACC-00300,CUS-00300,FOUNDATION,2003-03-01,1300,0.00,,8,open,28.49,202,cash_back,2003-03-01T15:00:00Z
ACC-00301,CUS-00301,VOYAGER,2000-03-02,13900,95.00,3,3,open,24.49,7627,miles,2000-03-02T15:00:00Z
ACC-00302,CUS-00302,FOUNDATION,2001-04-11,500,0.00,,12,open,28.49,33,cash_back,2001-04-11T14:00:00Z
ACC-00303,CUS-00303,EVERYDAY_CASH,2023-04-05,3700,0.00,,25,open,24.49,160,cash_back,2023-04-05T14:00:00Z
ACC-00304,CUS-00304,EVERYDAY_CASH,2003-11-21,3600,0.00,,8,open,24.49,150,cash_back,2003-11-21T15:00:00Z
ACC-00305,CUS-00305,FOUNDATION,2008-10-10,1300,0.00,,20,open,28.49,486,cash_back,2008-10-10T14:00:00Z
ACC-00306,CUS-00306,EVERYDAY_CASH,2021-11-23,5100,0.00,,8,open,24.49,74,cash_back,2021-11-23T15:00:00Z
ACC-00307,CUS-00307,FOUNDATION,2002-01-11,1300,0.00,,8,open,28.49,242,cash_back,2002-01-11T15:00:00Z
ACC-00308,CUS-00308,VOYAGER,2004-04-03,17400,95.00,4,20,open,24.49,20742,miles,2004-04-03T15:00:00Z
ACC-00309,CUS-00309,EVERYDAY_CASH,2021-10-17,5900,0.00,,20,open,24.49,489,cash_back,2021-10-17T14:00:00Z
ACC-00310,CUS-00310,EVERYDAY_CASH,2021-10-31,8200,0.00,,17,open,24.49,196,cash_back,2021-10-31T14:00:00Z
ACC-00311,CUS-00311,EVERYDAY_CASH,2010-05-28,4600,0.00,,12,open,24.49,413,cash_back,2010-05-28T14:00:00Z
ACC-00312,CUS-00312,VOYAGER,2011-08-15,13200,95.00,8,12,open,24.49,70584,miles,2011-08-15T14:00:00Z
ACC-00313,CUS-00313,EVERYDAY_CASH,2020-06-04,8100,0.00,,8,open,24.49,87,cash_back,2020-06-04T14:00:00Z
ACC-00314,CUS-00314,FOUNDATION,2018-09-15,400,0.00,,3,open,28.49,26,cash_back,2018-09-15T14:00:00Z
ACC-00315,CUS-00315,EVERYDAY_CASH,2020-11-08,4500,0.00,,12,open,24.49,313,cash_back,2020-11-08T15:00:00Z
ACC-00316,CUS-00316,EVERYDAY_CASH,2024-02-20,10200,0.00,,25,open,24.49,450,cash_back,2024-02-20T15:00:00Z
ACC-00317,CUS-00317,VOYAGER,2026-08-04,5900,95.00,8,3,open,24.49,7102,miles,2026-08-04T14:00:00Z
ACC-00318,CUS-00318,EVERYDAY_CASH,2022-04-03,7900,0.00,,25,open,24.49,545,cash_back,2022-04-03T14:00:00Z
ACC-00319,CUS-00319,EVERYDAY_CASH,2023-11-11,5600,0.00,,12,open,24.49,285,cash_back,2023-11-11T15:00:00Z
ACC-00320,CUS-00320,SUMMIT,2010-04-08,13600,450.00,4,25,open,25.99,40382,miles,2010-04-08T14:00:00Z
ACC-00321,CUS-00321,VOYAGER,2001-05-06,7500,95.00,5,17,open,24.49,2071,miles,2001-05-06T14:00:00Z
ACC-00322,CUS-00322,FOUNDATION,2012-04-08,700,0.00,,17,open,28.49,368,cash_back,2012-04-08T14:00:00Z
ACC-00323,CUS-00323,EVERYDAY_CASH,2026-08-30,10200,0.00,,17,open,24.49,279,cash_back,2026-08-30T14:00:00Z
ACC-00324,CUS-00324,FOUNDATION,1999-01-15,500,0.00,,12,open,28.49,283,cash_back,1999-01-15T15:00:00Z
ACC-00325,CUS-00325,EVERYDAY_CASH,2014-04-19,6900,0.00,,3,open,24.49,171,cash_back,2014-04-19T14:00:00Z
ACC-00326,CUS-00326,EVERYDAY_CASH,2007-02-19,11900,0.00,,25,open,24.49,589,cash_back,2007-02-19T15:00:00Z
ACC-00327,CUS-00327,EVERYDAY_CASH,2016-11-09,6700,0.00,,3,open,24.49,595,cash_back,2016-11-09T15:00:00Z
ACC-00328,CUS-00328,VOYAGER,2000-08-04,7900,95.00,8,3,open,24.49,27281,miles,2000-08-04T14:00:00Z
ACC-00329,CUS-00329,EVERYDAY_CASH,2026-07-12,2300,0.00,,20,open,24.49,126,cash_back,2026-07-12T14:00:00Z
ACC-00330,CUS-00330,EVERYDAY_CASH,2023-09-10,8000,0.00,,12,open,24.49,389,cash_back,2023-09-10T14:00:00Z
ACC-00331,CUS-00331,EVERYDAY_CASH,2023-09-15,6100,0.00,,17,open,24.49,371,cash_back,2023-09-15T14:00:00Z
ACC-00332,CUS-00332,FOUNDATION,2013-12-09,700,0.00,,3,open,28.49,147,cash_back,2013-12-09T15:00:00Z
ACC-00333,CUS-00333,EVERYDAY_CASH,2016-05-01,4700,0.00,,17,open,24.49,517,cash_back,2016-05-01T14:00:00Z
ACC-00334,CUS-00334,EVERYDAY_CASH,2003-09-21,7700,0.00,,3,open,24.49,547,cash_back,2003-09-21T14:00:00Z
ACC-00335,CUS-00335,EVERYDAY_CASH,2007-11-02,5400,0.00,,3,open,24.49,420,cash_back,2007-11-02T14:00:00Z
ACC-00336,CUS-00336,VOYAGER,2005-04-22,13200,95.00,4,8,open,24.49,20340,miles,2005-04-22T14:00:00Z
ACC-00337,CUS-00337,EVERYDAY_CASH,2002-10-26,3300,0.00,,8,open,24.49,369,cash_back,2002-10-26T14:00:00Z
ACC-00338,CUS-00338,SUMMIT,2012-04-13,18800,450.00,4,8,open,25.99,35797,miles,2012-04-13T14:00:00Z
ACC-00339,CUS-00339,EVERYDAY_CASH,2014-08-16,1800,0.00,,20,open,24.49,307,cash_back,2014-08-16T14:00:00Z
ACC-00340,CUS-00340,VOYAGER,2018-06-26,9600,95.00,6,17,open,24.49,56622,miles,2018-06-26T14:00:00Z
ACC-00341,CUS-00341,VOYAGER,2019-04-04,8700,95.00,4,25,open,24.49,7919,miles,2019-04-04T14:00:00Z
ACC-00342,CUS-00342,VOYAGER,2013-11-28,6900,95.00,11,25,open,24.49,35393,miles,2013-11-28T15:00:00Z
ACC-00343,CUS-00343,EVERYDAY_CASH,2020-10-24,10500,0.00,,8,open,24.49,433,cash_back,2020-10-24T14:00:00Z
ACC-00344,CUS-00344,EVERYDAY_CASH,2026-03-04,2000,0.00,,3,open,24.49,344,cash_back,2026-03-04T15:00:00Z
ACC-00345,CUS-00345,EVERYDAY_CASH,2007-05-28,7800,0.00,,20,open,24.49,122,cash_back,2007-05-28T14:00:00Z
ACC-00346,CUS-00346,FOUNDATION,2013-03-29,1200,0.00,,20,open,28.49,230,cash_back,2013-03-29T14:00:00Z
ACC-00347,CUS-00347,VOYAGER,2024-04-16,5700,95.00,4,17,open,24.49,32365,miles,2024-04-16T14:00:00Z
ACC-00348,CUS-00348,EVERYDAY_CASH,2013-06-16,4600,0.00,,25,open,24.49,324,cash_back,2013-06-16T14:00:00Z
ACC-00349,CUS-00349,VOYAGER,2015-06-03,10200,95.00,6,8,open,24.49,23098,miles,2015-06-03T14:00:00Z
ACC-00350,CUS-00350,VOYAGER,2019-07-08,6100,95.00,7,20,open,24.49,68386,miles,2019-07-08T14:00:00Z
ACC-00351,CUS-00351,EVERYDAY_CASH,2004-04-13,4000,0.00,,25,open,24.49,230,cash_back,2004-04-13T14:00:00Z
ACC-00352,CUS-00352,FOUNDATION,2018-03-02,300,0.00,,20,open,28.49,397,cash_back,2018-03-02T15:00:00Z
ACC-00353,CUS-00353,SUMMIT,2000-09-03,11500,450.00,9,25,open,25.99,55186,miles,2000-09-03T14:00:00Z
ACC-00354,CUS-00354,EVERYDAY_CASH,2009-12-27,3600,0.00,,8,open,24.49,476,cash_back,2009-12-27T15:00:00Z
ACC-00355,CUS-00355,FOUNDATION,2008-06-23,1200,0.00,,3,open,28.49,340,cash_back,2008-06-23T14:00:00Z
ACC-00356,CUS-00356,VOYAGER,2014-01-04,12800,95.00,1,8,open,24.49,4928,miles,2014-01-04T15:00:00Z
ACC-00357,CUS-00357,VOYAGER,2011-04-26,19800,95.00,4,3,open,24.49,3280,miles,2011-04-26T14:00:00Z
ACC-00358,CUS-00358,SUMMIT,2017-08-24,33200,450.00,8,17,open,25.99,66438,miles,2017-08-24T14:00:00Z
ACC-00359,CUS-00359,VOYAGER,2026-08-30,7400,95.00,8,20,open,24.49,37934,miles,2026-08-30T14:00:00Z
ACC-00360,CUS-00360,VOYAGER,2022-11-03,18600,95.00,11,25,open,24.49,37559,miles,2022-11-03T14:00:00Z
ACC-00361,CUS-00361,FOUNDATION,2021-06-11,600,0.00,,17,open,28.49,536,cash_back,2021-06-11T14:00:00Z
ACC-00362,CUS-00362,FOUNDATION,2001-05-09,900,0.00,,25,open,28.49,271,cash_back,2001-05-09T14:00:00Z
ACC-00363,CUS-00363,EVERYDAY_CASH,2024-06-05,10300,0.00,,12,open,24.49,291,cash_back,2024-06-05T14:00:00Z
ACC-00364,CUS-00364,VOYAGER,2022-08-16,17000,95.00,8,12,open,24.49,1539,miles,2022-08-16T14:00:00Z
ACC-00365,CUS-00365,SUMMIT,2007-07-04,33700,450.00,7,8,open,25.99,83805,miles,2007-07-04T14:00:00Z
ACC-00366,CUS-00366,EVERYDAY_CASH,2026-09-14,1500,0.00,,12,open,24.49,515,cash_back,2026-09-14T14:00:00Z
ACC-00367,CUS-00367,EVERYDAY_CASH,2007-12-08,7300,0.00,,20,open,24.49,168,cash_back,2007-12-08T15:00:00Z
ACC-00368,CUS-00368,VOYAGER,2009-05-15,19400,95.00,5,12,open,24.49,80523,miles,2009-05-15T14:00:00Z
ACC-00369,CUS-00369,VOYAGER,2005-07-06,17800,95.00,7,25,open,24.49,43581,miles,2005-07-06T14:00:00Z
ACC-00370,CUS-00370,EVERYDAY_CASH,2007-02-26,8800,0.00,,8,open,24.49,185,cash_back,2007-02-26T15:00:00Z
ACC-00371,CUS-00371,FOUNDATION,2022-11-18,400,0.00,,8,open,28.49,327,cash_back,2022-11-18T15:00:00Z
ACC-00372,CUS-00372,FOUNDATION,2001-03-22,1300,0.00,,8,open,28.49,331,cash_back,2001-03-22T15:00:00Z
ACC-00373,CUS-00373,VOYAGER,2025-11-26,7900,95.00,11,25,open,24.49,82692,miles,2025-11-26T15:00:00Z
ACC-00374,CUS-00374,EVERYDAY_CASH,2026-01-14,7000,0.00,,25,open,24.49,475,cash_back,2026-01-14T15:00:00Z
ACC-00375,CUS-00375,EVERYDAY_CASH,2017-02-22,2700,0.00,,25,open,24.49,12,cash_back,2017-02-22T15:00:00Z
ACC-00376,CUS-00376,EVERYDAY_CASH,2026-08-28,6500,0.00,,8,open,24.49,521,cash_back,2026-08-28T14:00:00Z
ACC-00377,CUS-00377,VOYAGER,2018-09-30,14400,95.00,9,3,open,24.49,57132,miles,2018-09-30T14:00:00Z
ACC-00378,CUS-00378,VOYAGER,2025-12-04,14400,95.00,12,8,open,24.49,73038,miles,2025-12-04T15:00:00Z
ACC-00379,CUS-00379,FOUNDATION,2022-01-10,1400,0.00,,12,open,28.49,58,cash_back,2022-01-10T15:00:00Z
ACC-00380,CUS-00380,VOYAGER,2005-07-06,6700,95.00,7,8,open,24.49,75650,miles,2005-07-06T14:00:00Z
ACC-00381,CUS-00381,EVERYDAY_CASH,2024-02-16,6100,0.00,,3,open,24.49,433,cash_back,2024-02-16T15:00:00Z
ACC-00382,CUS-00382,SUMMIT,2022-02-08,22200,450.00,2,25,open,25.99,64705,miles,2022-02-08T15:00:00Z
ACC-00383,CUS-00383,EVERYDAY_CASH,2013-07-07,5500,0.00,,3,open,24.49,258,cash_back,2013-07-07T14:00:00Z
ACC-00384,CUS-00384,VOYAGER,2008-03-11,7900,95.00,3,8,open,24.49,18100,miles,2008-03-11T14:00:00Z
ACC-00385,CUS-00385,EVERYDAY_CASH,2016-03-07,9600,0.00,,20,open,24.49,252,cash_back,2016-03-07T15:00:00Z
ACC-00386,CUS-00386,SUMMIT,2008-04-05,31700,450.00,4,3,open,25.99,83788,miles,2008-04-05T14:00:00Z
ACC-00387,CUS-00387,EVERYDAY_CASH,2024-08-16,11100,0.00,,25,open,24.49,421,cash_back,2024-08-16T14:00:00Z
ACC-00388,CUS-00388,EVERYDAY_CASH,2004-10-03,1500,0.00,,8,open,24.49,222,cash_back,2004-10-03T14:00:00Z
ACC-00389,CUS-00389,SUMMIT,2007-10-19,11400,450.00,10,8,open,25.99,80202,miles,2007-10-19T14:00:00Z
ACC-00390,CUS-00390,EVERYDAY_CASH,2010-06-19,4000,0.00,,25,open,24.49,530,cash_back,2010-06-19T14:00:00Z
ACC-00391,CUS-00391,EVERYDAY_CASH,2014-03-30,4200,0.00,,17,open,24.49,539,cash_back,2014-03-30T14:00:00Z
ACC-00392,CUS-00392,EVERYDAY_CASH,2016-06-14,4500,0.00,,3,open,24.49,477,cash_back,2016-06-14T14:00:00Z
ACC-00393,CUS-00393,VOYAGER,2021-07-24,10200,95.00,7,12,open,24.49,50303,miles,2021-07-24T14:00:00Z
ACC-00394,CUS-00394,VOYAGER,2013-03-21,5400,95.00,3,17,open,24.49,76407,miles,2013-03-21T14:00:00Z
ACC-00395,CUS-00395,VOYAGER,2011-12-26,7200,95.00,12,20,open,24.49,84613,miles,2011-12-26T15:00:00Z
ACC-00396,CUS-00396,EVERYDAY_CASH,2016-10-11,4800,0.00,,8,open,24.49,382,cash_back,2016-10-11T14:00:00Z
ACC-00397,CUS-00397,VOYAGER,2026-03-22,11300,95.00,3,12,open,24.49,71488,miles,2026-03-22T14:00:00Z
ACC-00398,CUS-00398,EVERYDAY_CASH,2026-02-04,8300,0.00,,3,open,24.49,307,cash_back,2026-02-04T15:00:00Z
ACC-00399,CUS-00399,SUMMIT,2021-08-25,28900,450.00,8,3,open,25.99,9138,miles,2021-08-25T14:00:00Z
ACC-00400,CUS-00400,EVERYDAY_CASH,2003-01-07,2500,0.00,,8,open,24.49,195,cash_back,2003-01-07T15:00:00Z
ACC-00401,CUS-00401,VOYAGER,2008-04-30,18500,95.00,4,25,open,24.49,1028,miles,2008-04-30T14:00:00Z
ACC-00402,CUS-00402,VOYAGER,2008-04-04,9800,95.00,4,12,open,24.49,58783,miles,2008-04-04T14:00:00Z
ACC-00403,CUS-00403,VOYAGER,2008-09-22,16200,95.00,9,3,open,24.49,60270,miles,2008-09-22T14:00:00Z
ACC-00404,CUS-00404,EVERYDAY_CASH,2026-01-09,5800,0.00,,25,open,24.49,250,cash_back,2026-01-09T15:00:00Z
ACC-00405,CUS-00405,EVERYDAY_CASH,2007-01-25,11900,0.00,,25,open,24.49,248,cash_back,2007-01-25T15:00:00Z
ACC-00406,CUS-00406,FOUNDATION,2013-06-17,600,0.00,,17,open,28.49,195,cash_back,2013-06-17T14:00:00Z
ACC-00407,CUS-00407,EVERYDAY_CASH,2021-11-26,6100,0.00,,25,open,24.49,25,cash_back,2021-11-26T15:00:00Z
